          %pt            TT            TS            SS            SS2j            Tot
        0.200    6.52464E-03    1.30610E-06    1.26598E-07    1.83020E-10    6.52607E-03
        0.527    5.81993E-03    1.29296E-04    5.89085E-06    7.72995E-08    5.95519E-03
        0.853    4.63332E-03    1.01265E-03    3.25179E-05    1.16393E-06    5.67965E-03
        1.180    3.26199E-03    3.17044E-03    8.70536E-05    5.18064E-06    6.52466E-03
        1.507    2.02995E-03    6.19772E-03    1.60951E-04    1.24419E-05    8.40106E-03
        1.833    1.12560E-03    9.04902E-03    1.96584E-04    2.14315E-05    1.03926E-02
        2.160    5.63325E-04    1.06948E-02    1.39344E-04    3.09760E-05    1.14285E-02
        2.487    2.58103E-04    1.06042E-02    9.06206E-05    4.07679E-05    1.09937E-02
        2.813    1.09748E-04    8.92701E-03    5.93780E-05    5.06436E-05    9.14678E-03
        3.140    4.38321E-05    6.36062E-03    3.94985E-05    6.01312E-05    6.50408E-03
        3.467    1.66121E-05    3.77937E-03    2.67308E-05    6.84527E-05    3.89116E-03
        3.793    6.02545E-06    1.84052E-03    1.84048E-05    7.46921E-05    1.93964E-03
        4.120    2.10634E-06    7.67268E-04    1.28836E-05    7.79784E-05    8.60236E-04
        4.447    7.13730E-07    3.12194E-04    9.16043E-06    7.76517E-05    3.99720E-04
        4.773    2.35535E-07    1.26940E-04    6.60890E-06    7.34174E-05    2.07202E-04
        5.100    7.59926E-08    5.16671E-05    4.83339E-06    6.54842E-05    1.22061E-04
        5.427    2.40477E-08    2.10769E-05    3.57999E-06    5.46645E-05    7.93455E-05
        5.753    7.48364E-09    8.62508E-06    2.68316E-06    4.23812E-05    5.36970E-05
        6.080    2.29535E-09    3.54277E-06    2.03331E-06    3.01547E-05    3.57331E-05
        6.407    6.95163E-10    1.46122E-06    1.55682E-06    2.03976E-05    2.34163E-05
        6.733    2.08212E-10    6.05325E-07    1.20354E-06    1.39810E-05    1.57901E-05
        7.060    6.17559E-11    2.51892E-07    9.38864E-07    9.70346E-06    1.08943E-05
        7.387    1.81592E-11    1.05296E-07    7.38629E-07    6.81467E-06    7.65861E-06
        7.713    5.29880E-12    4.42156E-08    5.85741E-07    4.83962E-06    5.46958E-06
        8.040    1.53562E-12    1.86502E-08    4.67988E-07    3.47343E-06    3.96007E-06
        8.367    4.42308E-13    7.90137E-09    3.76550E-07    2.51790E-06    2.90235E-06
        8.693    1.26699E-13    3.36192E-09    3.04996E-07    1.84253E-06    2.15089E-06
        9.020    3.61127E-14    1.43645E-09    2.48591E-07    1.36042E-06    1.61044E-06
        9.347    1.02470E-14    6.16251E-10    2.03820E-07    1.01299E-06    1.21742E-06
        9.673    2.89577E-15    2.65423E-10    1.68049E-07    7.60365E-07    9.28679E-07
