          %pt            TT            TS            SS            SS2j            Tot
        0.100    2.04294E-03    2.87392E-07    1.08779E-07    1.75640E-07    2.04351E-03
        0.299    1.94938E-03    2.97753E-06    7.14665E-07    4.56244E-07    1.95352E-03
        0.498    1.77414E-03    1.09804E-05    1.89436E-06    8.93764E-07    1.78791E-03
        0.697    1.53888E-03    2.60705E-05    3.64743E-06    1.42978E-06    1.57002E-03
        0.896    1.27155E-03    4.77692E-05    5.96311E-06    2.00939E-06    1.32729E-03
        1.095    1.00107E-03    7.38691E-05    8.86800E-06    2.59572E-06    1.08641E-03
        1.294    7.51725E-04    1.01443E-04    1.23892E-05    3.16883E-06    8.68727E-04
        1.493            NaN    1.27677E-04    1.64572E-05    3.72064E-06            NaN
        1.692            NaN    1.50302E-04    2.07950E-05    4.24929E-06            NaN
        1.891            NaN    1.67709E-04    2.48458E-05    4.75446E-06            NaN
        2.090            NaN    1.78919E-04    2.77982E-05    5.23404E-06            NaN
        2.289            NaN    1.83515E-04    2.87679E-05    5.68261E-06            NaN
        2.488            NaN    1.81613E-04    2.72084E-05    6.09108E-06            NaN
        2.687            NaN    1.73803E-04    2.35699E-05    6.44742E-06            NaN
        2.886            NaN            NaN    1.96512E-05    4.29896E-06            NaN
        3.085            NaN            NaN    1.64250E-05    2.81985E-06            NaN
        3.284            NaN            NaN    1.37668E-05    1.87677E-06            NaN
        3.483            NaN            NaN    1.15713E-05    1.26598E-06            NaN
        3.682            NaN            NaN    9.75375E-06    8.64690E-07            NaN
        3.881            NaN            NaN    8.24564E-06    5.97542E-07            NaN
        4.080            NaN            NaN    6.99120E-06    4.17489E-07            NaN
        4.279            NaN            NaN    5.94513E-06    2.94727E-07            NaN
        4.478            NaN            NaN    5.07051E-06    2.10110E-07            NaN
        4.677            NaN            NaN    4.33727E-06    1.51183E-07            NaN
        4.876            NaN            NaN    3.72086E-06    1.09745E-07            NaN
        5.075            NaN            NaN    3.20122E-06    8.03336E-08            NaN
        5.274            NaN            NaN    2.76193E-06    5.92743E-08            NaN
        5.473            NaN            NaN    2.38952E-06    4.40685E-08            NaN
        5.672            NaN            NaN    2.07294E-06    3.30011E-08            NaN
        5.871            NaN            NaN    1.80306E-06    2.48842E-08            NaN
        6.070            NaN            NaN    1.57238E-06    1.88877E-08            NaN
        6.269            NaN            NaN    1.37467E-06    1.44268E-08            NaN
        6.468            NaN            NaN    1.20477E-06    1.10860E-08            NaN
        6.667            NaN            NaN    1.05839E-06    8.56812E-09            NaN
        6.866            NaN            NaN    9.31953E-07    6.65878E-09            NaN
        7.065            NaN            NaN    8.22474E-07    5.20240E-09            NaN
        7.264            NaN            NaN    7.27447E-07    4.08525E-09            NaN
        7.463            NaN            NaN    6.44770E-07    3.22368E-09            NaN
        7.662            NaN            NaN    5.72670E-07    2.55575E-09            NaN
        7.861            NaN            NaN    5.09654E-07    2.03535E-09            NaN
        8.060            NaN            NaN    4.54455E-07    1.62795E-09            NaN
        8.259            NaN            NaN    4.06000E-07    1.30753E-09            NaN
        8.458            NaN            NaN    3.63377E-07    1.05440E-09            NaN
        8.657            NaN            NaN    3.25807E-07    8.53556E-10            NaN
        8.856            NaN            NaN    2.92626E-07    6.93547E-10            NaN
        9.055            NaN            NaN    2.63264E-07    5.65558E-10            NaN
        9.254            NaN            NaN    2.37233E-07    4.62787E-10            NaN
        9.453            NaN            NaN    2.14113E-07    3.79957E-10            NaN
        9.652            NaN            NaN    1.93541E-07    3.12958E-10            NaN
        9.851            NaN            NaN    1.75206E-07    2.58576E-10            NaN
       10.050            NaN            NaN    1.58835E-07    2.14287E-10            NaN
       10.249            NaN            NaN    1.44195E-07    1.78100E-10            NaN
       10.448            NaN            NaN    1.31081E-07    1.48439E-10            NaN
       10.647            NaN            NaN    1.19316E-07    1.24055E-10            NaN
       10.846            NaN            NaN    1.08745E-07    1.03948E-10            NaN
       11.045            NaN            NaN    9.92326E-08    8.73213E-11            NaN
       11.244            NaN            NaN    9.06603E-08    7.35344E-11            NaN
       11.443            NaN            NaN    8.29243E-08    6.20715E-11            NaN
       11.642            NaN            NaN    7.59332E-08    5.25162E-11            NaN
       11.841            NaN            NaN    6.96068E-08    4.45307E-11            NaN
       12.040            NaN            NaN    6.38743E-08    3.78410E-11            NaN
       12.239            NaN            NaN    5.86733E-08    3.22234E-11            NaN
       12.438            NaN            NaN    5.39485E-08    2.74952E-11            NaN
       12.637            NaN            NaN    4.96511E-08    2.35067E-11            NaN
       12.836            NaN            NaN    4.57376E-08    2.01349E-11            NaN
       13.035            NaN            NaN    4.21696E-08    1.72785E-11            NaN
       13.234            NaN            NaN    3.89129E-08    1.48536E-11            NaN
